label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10	col_11
2	NULL	0.7023	dog	Andrew	0.8529	0.2432 mph	0.2977	0.1619	616	Bioinformatics	289	703
2	358 m^2	0.9345	dog	Andrew	0.5641	-0.042 mph	0.4305	0.038	745	Electrical Engineering	725	494
1	720 m^2	0.4926	chicken	Sam	-0.0108	0.5033 mph	0.9274	1.2813	513	Data Science	-22	1319
3	789 m^2	0.7841	pig	Eriq	0.2462	0.3936 mph	0.8045	0.4653	380	Robotics Engineering	485	244
1	700 m^2	-0.034	guinea pig	Chris	-0.0427	0.8279 mph	0.9581	0.7392	337	Bioengineering	166	1011
3	831 m^2	0.1016	pig	Reilly	0.5871	0.6636 mph	0.9722	0.0869	456	Bioengineering	45	210
3	744 m^2	0.9148	pig	Sam	0.4242	0.8312 mph	0.4083	0.618	45	Games and Playable Media	368	-84
2	127 m^2	1.032	reptile	Andrew	0.649	0.2357 mph	0.2433	0.313	1117	Electrical Engineering	326	681
2	219 m^2	1.1389	bird	Andrew	0.3619	0.128 mph	0.3046	0.3513	661	Electrical Engineering	569	820
3	919 m^2	0.5747	pig	Eriq	0.5502	0.3703 mph	0.8347	0.2922	306	Robotics Engineering	74	434
1	813 m^2	-0.0505	guinea pig	Lise	0.1588	0.7422 mph	1.0352	0.408	2	Data Science	482	1078
0	396 m^2	0.4489	rat	Vani, Tony	0.8717	0.6743 mph	0.123	0.7823	351	Computer Game Design	876	305
0	291 m^2	0.5014	hamster	Inan	0.8362	0.2089 mph	0.4644	0.8801	885	Computer Game Design	830	68
2	-82 m^2	1.0131	Reptile	Andrew	1.0765	0.1875 mph	0.4252	0.6042	839	Electrical Engineering	860	501
0	344 m^2	0.1652	hamster	Tony, Vani	1.0295	0.5101 mph	-0.0903	0.6738	515	Computer Game Design	1287	397
3	589 m^2	0.74	pig	None	0.6036	0.4061 mph	0.7501	0.8554	325	Computer Engineering	518	151
1	730 m^2	0.164	fish	Reilly	0.147	0.9245 mph	0.7049	0.7539	-81	Technology and Information Management	114	1066
3	947 m^2	0.6349	pig	Reilly	0.6441	0.4704 mph	0.4893	0.2602	456	Games and Playable Media	264	-79
0	179 m^2	0.3925	rabbit	Tony	0.7417	0.1533 mph	0.3893	0.3421	532	Computer Game Design	1085	752
1	739 m^2	0.1995	chicken	Chris	-0.3363	0.9389 mph	0.8717	0.6594	477	Computational Media	25	1207
3	1002 m^2	0.5318	pig	Reilly	0.2776	0.5641 mph	0.7696	0.1041	228	Bioengineering	210	106
0	569 m^2	0.4669	hamster	Inan	0.7074	0.5696 mph	0.5052	0.7115	396	Computer Game Design	854	506
0	137 m^2	0.2729	rat	Inan, Vani	0.8021	-0.1077 mph	0.6781	0.6872	648	Computer Game Design	1107	202
1	719 m^2	0.3147	chicken	Tony	-0.1952	1.0383 mph	0.7399	0.3726	64	Data Science	15	1263
1	1002 m^2	0.0119	chicken	Fabrice, Lise, Michael, Sam	0.2262	0.8993 mph	0.4678	0.6851	380	Statistics	-127	1160
3	523 m^2	0.8269	pig	Eriq	0.2401	0.7046 mph	0.482	0.2088	-91	Human Computer Interaction	229	343
2	213 m^2	0.5281	reptile	Sam	0.4869	0.0776 mph	0.0629	0.476	539	Natural Language Processing	532	646
3	786 m^2	0.6344	pig	Reilly	0.2633	0.7277 mph	0.87	0.3058	492	Games and Playable Media	238	188
3	1039 m^2	0.3753	pig	Eriq	0.4237	0.7486 mph	0.6571	-0.2593	366	Bioengineering	164	-13
1	?	0.0965	guinea pig	Fabrice, Lise, Sam	-0.0016	0.6289 mph	0.6988	1.1271	388	Applied Mathematics	180	1066
3	1021 m^2	0.3012	pig	Eriq	0.3621	0.3581 mph	0.7298	0.3391	55	Robotics Engineering	-8	429
3	950 m^2	0.3217	pig	Michael	0.0189	0.704 mph	0.5696	0.3717	362	Human Computer Interaction	92	NULL
2	260 m^2	0.4965	dog	Andrew	0.8074	0.1516 mph	0.8195	0.4116	769	Bioinformatics	895	1017
0	355 m^2	0.602	hamster	Inan, Vani	0.7267	0.2413 mph	-0.1751	0.5785	584	Computer Game Design	836	239
1	460 m^2	0.1023	fish	Fabrice, Michael, Chris, Sam	0.0049	0.8246 mph	1.2783	1.073	584	Computer Science	-85	850
2	-104 m^2	0.8472	dog	Andrew	0.5595	0.1165 mph	0.1448	-0.0779	605	Electrical Engineering	380	515
3	890 m^2	0.4125	pig	Eriq	0.0567	0.7375 mph	0.5421	0.1908	524	Games and Playable Media	316	-216
1	608 m^2	0.1128	n/a	Lise, Michael	0.4481	0.8114 mph	0.9968	0.7568	640	Data Science	-2	638
1	728 m^2	0.1192	fish	Fabrice	-0.058	1.1032 mph	0.7215	0.8209	397	Computer Science	98	1125
2	189 m^2	0.8308	guinea pig	Andrew	0.5397	0.2631 mph	0.4101	0.1645	883	Biotechnology	627	714
2	307 m^2	0.8292	bird	Andrew	0.6998	0.2155 mph	0.8346	0.3345	636	Electrical Engineering	550	528
2	39 m^2	0.9383	reptile	Andrew	0.8094	-0.0596 mph	0.4308	0.0367	552	Bioinformatics	117	567
0	504 m^2	0.6991	rat	Tony, Inan	0.8832	0.3636 mph	0.4489	0.7576	662	Computer Game Design	1198	407
2	52 m^2	1.1686	hamster	Andrew	0.7912	0.1459 mph	0.5959	-0.0601	?	Biotechnology	498	534
0	326 m^2	0.6857	hamster	Vani, Inan	1.039	0.1596 mph	-0.1786	0.8914	800	Computer Game Design	563	543
3	671 m^2	0.7282	pig	Eriq	0.133	0.4279 mph	0.6278	0.2127	-119	Computer Engineering	389	-185
3	765 m^2	0.4345	pig	Eriq	0.5315	0.7392 mph	0.5846	0.2155	-30	Bioengineering	623	79
0	481 m^2	0.5687	cat	Inan	1.088	0.502 mph	0.0217	0.3877	n/a	Computer Game Design	984	333
3	607 m^2	0.7123	n/a	Reilly	0.0466	0.575 mph	1.0408	0.1126	261	Games and Playable Media	156	205
0	474 m^2	0.3719	cat	Inan, Tony	0.8466	0.1674 mph	-0.0115	0.8228	589	Computer Game Design	1003	500
3	889 m^2	0.6274	pig	Eriq	0.5044	0.7818 mph	0.854	0.1179	100	Bioengineering	695	228
3	640 m^2	0.56	pig	Reilly	0.2978	0.15 mph	0.9856	0.0782	451	Games and Playable Media	512	155
3	749 m^2	0.397	Pig	Reilly	0.8161	0.7719 mph	0.8459	0.5002	629	Human Computer Interaction	443	-2
0	-53 m^2	0.3079	hamster	Vani, Inan	1.169	0.4913 mph	0.0486	0.8282	127	Computer Game Design	1100	781
2	157 m^2	0.6521	ferret	Andrew	1.3496	-0.055 mph	0.2813	0.0762	916	Bioinformatics	428	211
3	978 m^2	0.3677	pig	Eriq	0.1287	0.4765 mph	0.4004	0.4533	-186	Human Computer Interaction	338	277
1	809 m^2	0.185	chicken	Lise, Sam, Fabrice, Chris	0.3737	0.7784 mph	0.7528	0.9296	568	Computer Science	176	556
2	-229 m^2	1.0338	reptile	andrew	0.4964	-0.0707 mph	0.4219	0.2161	1024	Natural Language Processing	503	618
0	410 m^2	0.3547	rat	Inan, Vani	0.7474	0.5251 mph	0.0741	1.1273	702	Computer Game Design	1062	718
3	952 m^2	0.5148	pig	Reilly	0.3395	0.5745 mph	0.6559	0.2712	492	Robotics Engineering	169	68
2	120 m^2	0.6863	pig	Sam, Lise	0.8104	-0.0375 mph	0.3748	-0.042	836	Natural Language Processing	602	835
3	1243 m^2	0.5959	pig	Eriq	0.4	0.734 mph	0.7116	0.3816	121	Robotics Engineering	41	-103
0	437 m^2	0.1812	cat	Tony, Vani	0.6253	0.4646 mph	0.2654	NULL	958	Computer Game Design	802	-42
0	511 m^2	0.3489	hamster	Tony	0.9308	0.1596 mph	0.0586	0.3717	339	Computer Game Design	1321	738
2	303 m^2	0.5915	bird	Andrew	0.8363	-0.2976 mph	0.5096	0.2586	1342	Bioinformatics	934	884
1	794 m^2	0.0396	chicken	Chris	0.2911	0.5882 mph	0.6134	0.3254	724	Technology and Information Management	-264	992
2	195 m^2	0.9128	reptile	Andrew	0.456	-0.0898 mph	0.3589	0.23	694	Bioinformatics	606	746
0	412 m^2	0.5782	hamster	Vani, Inan	1.3001	0.2059 mph	0.1279	0.618	466	Computer Game Design	1125	512
2	393 m^2	0.8325	dog	Andrew	0.8032	-0.0036 mph	0.4882	0.3517	1490	Biotechnology	927	744
1	605 m^2	0.4117	guinea pig	?	-0.0034	0.5521 mph	0.9231	0.8226	454	Technology and Information Management	-149	1251
0	515 m^2	0.6968	rat	Inan, Vani	0.8425	0.5292 mph	-0.342	0.7521	482	Computer Game Design	972	502
1	700 m^2	0.3108	fish	Chris, Michael, Fabrice, Sam	0.153	0.7417 mph	0.6689	0.6009	742	Computer Science	75	1218
1	978 m^2	0.0045	guinea pig	Lise, Fabrice, Michael, Sam	-0.1639	1.1189 mph	1.186	0.9457	706	Data Science	-506	1507
3	988 m^2	0.5402	pig	Reilly	0.5009	0.9184 mph	0.6862	0.5824	-24	Games and Playable Media	277	34
0	189 m^2	0.5995	rat	Inan	0.8122	0.196 mph	-0.0106	0.6163	772	Computer Game Design	1016	469
3	739 m^2	0.5218	pig	Eriq	0.6473	0.8861 mph	1.0932	0.6718	653	computer engineering	145	-81
1	685 m^2	-0.1098	fish	Sam, Chris	0.2334	0.655 mph	0.7593	0.6327	277	Statistics	-233	1009
1	729 m^2	0.3691	guinea pig	Chris	0.2068	0.6002 mph	0.8976	1.0142	657	Computer Science	41	961
2	93 m^2	0.7923	bird	Andrew	0.989	0.2425 mph	0.7017	0.2892	1068	Bioinformatics	333	918
1	683 m^2	0.1619	chicken	Michael	0.0282	1.1135 mph	0.7836	1.0655	8	Natural Language Processing	216	757
1	775 m^2	0.2099	guinea pig	Andrew	0.427	1.2196 mph	0.8336	0.4445	794	Data Science	-48	792
0	270 m^2	0.525	cat	Inan	1.0286	N/A	0.0991	0.2485	718	Computer Game Design	1158	888
3	1080 m^2	0.4371	cat	Reilly	0.3066	0.4206 mph	0.918	0.4448	407	Robotics Engineering	255	23
3	1091 m^2	0.5281	pig	Reilly	0.294	0.6892 mph	0.6149	0.4193	456	Computer Engineering	216	104
3	1042 m^2	0.5586	pig	Reilly	0.1696	0.6578 mph	0.6788	0.5396	90	Bioengineering	-54	-496
1	968 m^2	-0.2116	chicken	Lise	-0.1405	0.8622 mph	0.6771	0.9832	411	Computational Media	55	827
1	656 m^2	0.2689	chicken	Chris, Lise, Michael	-0.1754	0.896 mph	0.642	0.683	227	Applied Mathematics	-143	985
2	155 m^2	0.8179	dog	Andrew	0.5707	0.016 mph	0.7613	0.2477	713	Electrical Engineering	661	1151
0	264 m^2	0.1841	cat	Vani	0.8218	0.3649 mph	0.0314	0.8465	108	Computer Game Design	1246	58
2	181 m^2	0.6016	ferret	Andrew	0.6835	0.0895 mph	0.0035	-0.1444	878	Bioinformatics	368	1059
1	759 m^2	0.2546	fish	Sam, Fabrice, Chris	-0.0952	0.7056 mph	0.871	0.8132	362	Computational Media	-32	554
2	-247 m^2	0.7515	bird	Andrew	0.5985	0.1975 mph	0.246	0.443	773	Electrical Engineering	402	518
3	833 m^2	0.5933	pig	Eriq	0.2087	0.627 mph	0.7388	0.3648	54	Games and Playable Media	110	277
3	893 m^2	0.5273	pig	Eriq	0.109	0.8633 mph	0.4221	0.2606	295	Computer Engineering	243	73
3	869 m^2	0.3978	pig	Reilly	0.4784	0.8493 mph	0.7426	0.2065	115	computer engineering	602	162
0	609 m^2	0.6049	rabbit	Inan, Tony	1.1299	0.3593 mph	-0.001	0.7911	206	Computer Game Design	994	692
0	270 m^2	0.5531	pig	Vani	0.7774	0.2606 mph	0.07	0.5972	667	Computer Game Design	1212	888
0	?	0.6127	rabbit	Vani, Tony	0.7717	0.4241 mph	0.2651	0.3081	465	Computer Game Design	814	324
3	906 m^2	0.7113	pig	Reilly	0.2629	0.4406 mph	0.6855	0.5194	434	computer engineering	-171	-37
2	128 m^2	0.8864	reptile	Andrew	0.4406	0.1653 mph	0.4716	0.363	945	Electrical Engineering	654	763
3	969 m^2	0.7965	pig	Eriq	0.1359	0.5977 mph	0.1985	0.2515	281	Bioengineering	25	-261
1	937 m^2	0.0397	guinea pig	Lise, Fabrice, Chris, Michael	0.3834	0.6778 mph	0.8002	0.9826	200	Technology and Information Management	66	1215
3	547 m^2	0.5082	pig	Reilly	0.4175	1.1715 mph	0.825	0.6241	280	Bioengineering	593	107
1	837 m^2	0.1122	guinea pig	Michael, Fabrice	-0.0843	0.6463 mph	0.6001	0.6667		Computer Science	257	959
1	838 m^2	0.3391	guinea pig	Sam, Chris, Fabrice	0.0461	0.6494 mph	0.7069	0.3214	566	Statistics	-541	1174
0	559 m^2	0.9346	rabbit	Vani	0.4972	0.3291 mph	0.0476	0.3032	626	Computer Game Design	1296	545
1	839 m^2	0.1614	fish	Reilly	0.021	0.5638 mph	0.7948	0.874	718	Computational Media	318	799
1	919 m^2	0.2623	chicken	Michael, Lise, Chris	-0.144	0.7638 mph	0.7621	0.3829	118	Applied Mathematics	-408	1342
2	176 m^2	0.794	dog	Andrew	0.8822	-0.2275 mph	0.3871	0.0476	925	Electrical Engineering	651	597
3	772 m^2	0.6039	pig	Eriq	0.5227	0.5088 mph	0.9968	0.1291	None	Human Computer Interaction	197	-101
2	196 m^2	1.0875	bird	Andrew	0.745	0.0366 mph	0.2264	0.0135	635	Biotechnology	851	1192
2	-182 m^2	0.8487	ferret	Andrew	0.6577	-0.0968 mph	0.2339	-0.016	647	Biotechnology	637	799
2	137 m^2	0.6249	cat	Andrew	1.1242	0.2006 mph	0.3178	0.0504	919	Electrical Engineering	695	753
2	85 m^2	0.7234	ferret	Andrew	0.8147	-0.1025 mph	0.5901	0.5565	843	Electrical Engineering	366	942
3	732 m^2	0.5764	pig	Eriq	0.3556	0.3966 mph	0.5594	0.6471	651	Games and Playable Media	230	741
0	455 m^2	0.2986	rabbit	Inan	1.1735	0.3729 mph	-0.2059	0.5032	492	Computer Game Design	1090	201
0	448 m^2	N/A	rabbit	Vani	0.5508	0.1195 mph	-0.4545	0.805	683	Computer Game Design	979	337
3	616 m^2	0.4133	pig	Reilly	0.7562	0.3774 mph	0.582	0.184	278	Computer Engineering	29	481
3	829 m^2	0.7294	pig	Reilly	-0.0471	0.6819 mph	1.0332	-0.21	-330	Bioengineering	495	318
2	274 m^2	0.7676	cat	aNDREW	0.4517	0.5585 mph	0.4031	0.1717	597	Electrical Engineering	503	733
3	635 m^2	0.5716	pig	Reilly	0.1717	0.8713 mph	0.4316	0.2478	669	Human Computer Interaction	89	130
0	258 m^2	0.8341	cat	Inan, Tony	1.0192	0.494 mph	-0.0333	0.5995	587	Computer Game Design	917	464
0	405 m^2	0.7966	rat	Lise, Sam, Michael, Fabrice	0.7017	0.4337 mph	-0.0205	0.5698	801	Computer Game Design	1302	992
1	780 m^2	0.1272	chicken	Fabrice	-0.2353	0.6265 mph	0.9957	1.1491	491	NULL	-143	544
1	603 m^2	-0.1387	chicken	Chris, Michael, Fabrice, Lise	0.3593	0.6895 mph	0.8245	0.9803	511	Data Science	204	852
1	785 m^2	-0.1347	guinea pig	Chris	-0.1283	0.643 mph	1.1133	0.6599	395	Applied Mathematics	-133	1055
2	55 m^2	0.7699	bird	Andrew	0.5857	0.2264 mph	0.6496	0.0279	570	Electrical Engineering	550	655
0	437 m^2	0.2665	rabbit	tONY	0.9328	0.5885 mph	0.2006	0.3495	526	Computer Game Design	1347	854
1	601 m^2	0.0421	chicken	Fabrice, Chris	0.2762	0.6521 mph	1.0188	1.0244	198	Statistics	254	1150
2	268 m^2	0.4976	bird	Andrew	1.0219	0.0804 mph	0.4875	-0.1032	685	Bioinformatics	355	871
2	64 m^2	1.1703	dog	Andrew	0.8499	0.0651 mph	0.0627	0.1825	785	Biotechnology	95	640
3	820 m^2	0.7002	pig	Eriq	0.4022	0.299 mph	0.7985	0.2406	-110	Games and Playable Media	210	516
2	267 m^2	0.8815	ferret	Andrew	0.619	-0.0856 mph	0.293	0.4993	1018	Natural Language Processing	490	617
1	891 m^2	0.1383	guinea pig	Chris, Michael, Fabrice	0.1862	0.8324 mph	0.6827	0.5413	-33	Data Science	None	814
0	2 m^2	0.4338	cat	Tony	1.0681	0.1854 mph	-0.0516	0.2044	709	Computer Game Design	1116	640
0	32 m^2	0.436	rabbit	Vani, Tony	0.8473	0.3379 mph	0.1156	0.6836	477	Computer Game Design	1106	47
1	560 m^2	0.503	cat	Chris	-0.0085	0.5853 mph	1.1419	0.8377	504	Statistics	-476	1356
0	296 m^2	0.5204	rabbit	Tony	0.6519	0.8334 mph	-0.0124	0.6095	852	Computer Game Design	1107	819
1	814 m^2	0.0504	chicken	Michael	0.089	0.511 mph	0.7424	0.6195	404	Technology and Information Management	128	1153
1	678 m^2	-0.0861	fish	Chris, Fabrice, Lise	0.3519	0.8245 mph	0.4315	0.4585	783	dATA sCIENCE	140	1302
0	568 m^2	0.6732	cat	Tony, Vani	0.7735	0.5661 mph	-0.23	0.5253	690	Computer Game Design	1141	848
1	817 m^2	0.2386	chicken	Sam, Fabrice, Michael, Lise	0.1006	0.8298 mph	0.674	1.0668	483	Data Science	222	965
3	779 m^2	0.8453	pig	Eriq	-0.1178	0.546 mph	1.253	0.3114	237	Human Computer Interaction	315	554
1	690 m^2	0.3368	guinea pig	Michael, Fabrice, Chris	0.2243	0.9429 mph	0.5946	0.7549	370	Computational Media	171	617
1	748 m^2	0.2621	pig	Sam	-0.0493	0.7633 mph	0.5714	1.0746	131	Computer Science	3	1207
2	204 m^2	0.5678	bird	Andrew	1.0341	-0.1295 mph	0.22	0.09	699	Bioinformatics	273	488
3	263 m^2	0.4083	pig	Reilly	-0.123	0.6693 mph	0.3971	0.3022	223	Applied Mathematics	-42	56
1	893 m^2	0.0602	guinea pig	Lise, Fabrice, Michael, Chris	0.2417	0.9312 mph	0.649	0.4404	609	Computer Science	16	771
2	311 m^2	0.5223	ferret	Andrew	0.8823	0.1118 mph	0.2376	0.5581	1071	Natural Language Processing	676	861
1	794 m^2	0.125	fish	Chris, Lise	-0.37	1.3102 mph	0.8764	0.9672	485	Technology and Information Management	114	877
2	88 m^2	0.9519	ferret	Andrew	0.5967	0.087 mph	0.4659	0.4816	1052	Biotechnology	479	628
0	271 m^2	0.4755	rabbit	Tony, Inan	1.0722	0.5586 mph	0.0944	0.3307	406	Computer Game Design	1112	345
1	966 m^2	0.0591	chicken	Fabrice, Chris	0.3177	0.9495 mph	0.2129	0.5041	597	Computational Media	-311	478
2	294 m^2	0.7999	dog	Andrew	0.7692	0.0458 mph	0.6794	NULL	1171	Natural Language Processing	502	405
2	145 m^2	0.8569	ferret	Andrew	0.3146	-0.0659 mph	0.2482	0.0096	702	Electrical Engineering	783	
1	965 m^2	0.4328	bird	Sam, Chris, Michael	0.2058	0.5594 mph	0.4954	0.7662	657	Data Science	-356	983
0	463 m^2	0.4771	cat	Tony	0.8431	0.4204 mph	0.0874	0.3947	560	Computer Game Design	779	649
1	None	0.1191	fish	Lise, Michael, Fabrice	0.4425	0.5489 mph	0.7349	0.6306	379	Computer Science	263	1277
1	666 m^2	0.2083	guinea pig	Fabrice, Michael, Chris	0.2193	0.8757 mph	1.0269	0.8794	483	Data Science	302	1553
0	354 m^2	0.3746	cat	Andrew	1.0032	0.4909 mph	0.0317	0.5299	455	Computer Game Design	1372	138
2	194 m^2	0.5748	ferret	Andrew	0.6783	0.2247 mph	0.3148	0.5881	833	Computational Media	633	610
1	671 m^2	0.2547	Fish	Lise, Chris, Fabrice	0.2686	0.8053 mph	1.0771	0.4368	96	Computer Science	466	703
2	125 m^2	0.4723	reptile	Andrew	0.248	0.2878 mph	0.2597	0.24	755	Biotechnology	577	578
2	75 m^2	0.9204	reptile	ANDREW	0.2804	-0.1038 mph	0.329	0.0155	513	Natural Language Processing	131	764
2	140 m^2	0.5949	pig	Andrew	0.4452	0.0831 mph	0.5406	0.2317	404	Natural Language Processing	650	569
0	393 m^2	0.4935	hamster	Inan	0.8491	0.4139 mph	0.316	0.7802	642	Computer Game Design	742	34
1	717 m^2	-0.0518	chicken	Sam	0.1841	0.7791 mph	0.6267	0.566	45	Data Science	-256	988
1	504 m^2	0.1426	fish	Lise, Chris, Michael, Fabrice	0.2624	0.6985 mph	0.6356	0.5837	593	Statistics	307	378
0	346 m^2	0.5156	hamster	Tony	0.8398	0.4059 mph	-0.2313	1.017	349	Biotechnology	889	315
0	267 m^2	0.6173	hamster	Inan, Vani	0.6301	0.4737 mph	NULL	0.6578	920	Computer Game Design	1119	276
2	248 m^2	0.9303	bird	Andrew	0.4747	0.0611 mph	0.7459	-0.1154	207	Statistics	566	815
2	232 m^2	0.857	ferret	Andrew	0.5026	-0.0665 mph	0.2354	0.4859	668	Computer Game Design	606	501
2	225 m^2	0.7334	reptile	Andrew	0.5605	0.4017 mph	0.0508	-0.22	1013	Biotechnology	394	849
3	1070 m^2	0.5676	pig	Reilly	0.3421	0.3909 mph	0.4201	0.0952	-25	Human Computer Interaction	-135	384
2	-302 m^2	0.8521	reptile	Andrew	0.6256	0.0911 mph	0.2102	-0.2608	421	Biotechnology	307	672
1	799 m^2	0.1445	guinea pig	Michael, Chris, Lise	-0.3225	0.887 mph	0.5473	0.6712	863	Technology and Information Management	-66	None
1	374 m^2	-0.2167	chicken	Chris, Sam, Michael, Lise	0.1099	0.7333 mph	0.6331	0.8516	582	Data Science	98	509
2	-134 m^2	0.8328	ferret	Andrew	0.9089	0.0468 mph	0.3849	0.3894	721	Natural Language Processing	293	478
1	499 m^2	0.1379	fish	Lise, Chris	-0.204	0.5565 mph	0.7705	0.8557	393	Computational Media	160	1394
3	601 m^2	0.579	pig	Reilly	0.6633	0.8778 mph	0.5948	0.3325	145	Human Computer Interaction	-216	194
2	379 m^2	0.9474	reptile	ANDREW	0.6538	-0.0674 mph	0.7577	0.2723	861	Bioinformatics	481	987
3	985 m^2	0.7152	pig	Eriq	0.1212	0.4893 mph	0.813	0.4304	280	Robotics Engineering	464	-18
2	160 m^2	0.9256	reptile	Andrew	0.7692	0.2985 mph	0.0434	0.3984	844	Bioinformatics	435	699
2	175 m^2	0.9121	dog	Andrew	0.6073	0.2059 mph	0.5323	0.2468	541	Bioinformatics	441	n/a
0	631 m^2	0.2832	rabbit	Tony	0.7164	0.5314 mph	-0.0073	0.7129	348	Computer Game Design	1005	576
0	288 m^2	0.2754	hamster	Tony	1.1202	0.1769 mph	-0.1213	0.764	287	Computer Game Design	956	697
1	736 m^2	-0.0375	chicken	Lise	0.0332	0.6964 mph	0.3613	0.8688	384	Computer Science	-117	891
0	773 m^2	0.4622	hamster	Inan, Tony	0.9875	0.3008 mph	0.1637	0.5942	1152	Computer Game Design	920	484
0	296 m^2	0.5743	cat	Vani, Inan	0.9003	0.3499 mph	0.1691	0.5737	258	Computer Game Design	790	790
0	611 m^2	0.648	cat	Vani	1.1068	0.3389 mph	0.0334	0.47	213	Computer Game Design	1046	335
2	445 m^2	0.3345	guinea pig	andrew	0.8968	0.156 mph	0.2252	0.5377	917	Biotechnology	N/A	730
0	502 m^2	0.5526	rabbit	Tony, Vani	1.1173	0.2844 mph	0.3499	0.5471	571	Computer Game Design	707	548
2	382 m^2	1.0065	ferret	Andrew	0.8726	0.1403 mph	0.5599	0.2649	747	Bioinformatics	526	383
1	679 m^2	0.1194	fish	Lise	0.2661	0.8278 mph	0.9462	0.6572	132	Computer Science	30	636
0	330 m^2	0.3578	rat	Tony, Vani	0.9311	0.3174 mph	-0.024	1.009	664	Computer Game Design	1201	126
1	724 m^2	-0.0236	fish	Lise, Fabrice, Sam, Chris	-0.181	0.647 mph	0.6351	0.8889	618	Computer Science	225	1337
1	380 m^2	0.3275	guinea pig	Eriq	0.1437	0.9911 mph	0.9639	0.8309	526	Technology and Information Management	277	1047
0	336 m^2	0.4743	rabbit	Chris, Fabrice, Lise	-0.019	0.4603 mph	0.0306	0.7669	228	Computer Game Design	575	442
0	302 m^2	0.578	rabbit	Vani, Inan	0.7189	0.322 mph	-0.206	0.6761	525	Computer Game Design	1246	587
2	278 m^2	0.4505	bird	Andrew	0.8186	0.1325 mph	0.3703	0.181	712	Bioinformatics	606	858
0	594 m^2	0.5872	rabbit	Inan, Vani	1.0057	0.2184 mph	0.0856	0.582	99	N/A	1120	353
3	668 m^2	0.9541	pig	Eriq	0.2541	0.7195 mph	0.7645	0.4273	112	Robotics Engineering	-161	-329
1	660 m^2	0.2249	guinea pig	Chris, Michael, Sam, Fabrice	0.1663	0.7192 mph	0.6356	0.8288	732	Data Science	18	661
3	977 m^2	0.3665	pig	Eriq	-0.0829	0.7395 mph	0.7694	0.3426	285	Human Computer Interaction	95	118
2	264 m^2	0.6203	n/a	Andrew	1.0095	0.0442 mph	0.6753	0.3166	886	Biotechnology	424	791
3	957 m^2	0.4779	pig	Reilly	0.3644	0.1835 mph	0.6681	0.1557	450	Human Computer Interaction	238	128
2	281 m^2	0.6276	dog	Andrew	0.8589	-0.0222 mph	0.5848	0.1517	722	Electrical Engineering	138	797
1	772 m^2	0.2756	chicken	Michael, Fabrice, Sam	-0.0289	0.2949 mph	0.9787	0.7249	40	Applied Mathematics	165	596
3	729 m^2	1.0397	pig	Eriq	0.2855	0.985 mph	0.7644	0.6657	326	Robotics Engineering	441	-377
1	763 m^2	0.1542	fish	Fabrice, Michael, Chris, Lise	0.0831	0.7201 mph	0.7525	0.9227	130	Technology and Information Management	-56	1423
0	475 m^2	0.4785	rabbit	Vani	0.5184	0.1031 mph	0.1504	0.6585	226	Computer Game Design	930	139
3	965 m^2	0.3783	pig	Reilly	0.4028	0.4808 mph	0.9997	0.1076	261	Bioengineering	-50	7
3	911 m^2	0.4554	pig	Reilly	0.5377	0.7916 mph	1.0651	0.2292	376	cOMPUTER eNGINEERING	406	11
2	209 m^2	0.8525	Reptile	Andrew	0.8856	0.3356 mph	0.4144	0.2002	562	Bioinformatics	593	606
0	478 m^2	0.4445	rat	Tony, Vani	0.9332	0.3097 mph	-0.0734	0.3797	604	Computer Game Design	1088	738
1	653 m^2	0.1733	chicken	Lise, Michael, Sam	0.2487	0.3236 mph	0.8503	0.9761	569	Data Science	-347	711
2	152 m^2	0.8317	reptile	Andrew	0.5609	0.3058 mph	0.42	0.25	817	Natural Language Processing	455	706
3	821 m^2	0.9335	pig	rEILLY	0.1529	0.6697 mph	0.9317	0.3516	644	Bioengineering	377	288
2	-124 m^2	0.952	hamster	Andrew	0.9282	0.215 mph	0.6043	0.667	973	Electrical Engineering	635	790
1	637 m^2	0.2364	fish	Sam, Fabrice	0.0096	0.4825 mph	1.1588	1.0964	-287	Applied Mathematics	332	1067
2	207 m^2	0.8492	chicken	Andrew	0.3947	0.2081 mph	0.2191	0.6399	652	bioinformatics	286	563
3	916 m^2	0.7276	PIG	Reilly	0.2885	0.5821 mph	0.6745	0.387	-365	Robotics Engineering	441	263
2	88 m^2	0.8428	pig	Andrew	0.728	-0.1855 mph	0.5701	0.7075	483	Natural Language Processing	641	900
0	730 m^2	0.6957	rat	Inan	0.7318	0.3264 mph	-0.1288	0.2939	751	Computer Game Design	1165	518
3	928 m^2	0.4877	pig	Reilly	0.1175	0.8243 mph	0.9251	0.4572	220	Games and Playable Media	268	181
3	923 m^2	0.5781	pig	Eriq	-0.4821	0.5922 mph	0.8698	0.537	-157	Robotics Engineering	624	-24
0	353 m^2	0.5726	hamster	Inan, Vani	0.7984	0.7344 mph	0.2622	0.2955	112	Bioinformatics	1032	286
3	1058 m^2	0.5428	pig	eRIQ	0.4879	0.8427 mph	0.8071	0.4146	183	Computer Game Design	283	-138
2	0 m^2	0.8663	reptile	Andrew	0.5148	0.1211 mph	0.1671	0.3165	728	Bioinformatics	380	584
